query,last7_clicks,last7_impressions,last7_ctr,last7_position,prev7_clicks,prev7_impressions,prev7_ctr,prev7_position,clicks_change,clicks_change_pct,impressions_change,impressions_change_pct,ctr_change,position_change,position_direction,status,last14_clicks,last14_impressions,last14_ctr,last14_position,prev14_clicks,prev14_impressions,prev14_ctr,prev14_position,w14_clicks_change,w14_clicks_change_pct,w14_impressions_change,w14_impressions_change_pct,w14_ctr_change,w14_position_change,w14_position_direction,w14_status,topic,language,is_brand,last7_period,prev7_period
лид это в продажах,0.0,0.0,,,0.0,2.0,0.0,28.5,0.0,,-2.0,-100.0,0.0,,n/a,lost,0,2,0.0,28.5,0,1,0.0,29.0,0,,1,100.0,0.0,-0.5,stable,both,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
лид это в продажах простыми словами,0.0,0.0,,,0.0,1.0,0.0,23.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,23.0,0,0,,,0,,1,,0.0,,n/a,new,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
лид это простыми словами,0.0,0.0,,,0.0,2.0,0.0,21.5,0.0,,-2.0,-100.0,0.0,,n/a,lost,0,2,0.0,21.5,0,11,0.0,25.36,0,,-9,-81.8,0.0,-3.86,improved,both,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
лид это что,0.0,0.0,,,0.0,2.0,0.0,19.5,0.0,,-2.0,-100.0,0.0,,n/a,lost,0,2,0.0,19.5,0,3,0.0,28.67,0,,-1,-33.3,0.0,-9.17,improved,both,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
лидам,0.0,0.0,,,0.0,1.0,0.0,39.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,39.0,0,0,,,0,,1,,0.0,,n/a,new,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
лиды это википедия,0.0,0.0,,,0.0,1.0,0.0,34.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,34.0,0,0,,,0,,1,,0.0,,n/a,new,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
искусственный интеллект с которым можно поговорить,0.0,0.0,,,0.0,1.0,0.0,78.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,78.0,0,0,,,0,,1,,0.0,,n/a,new,ai_general,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
лиды это простыми словами,0.0,0.0,,,0.0,5.0,0.0,29.4,0.0,,-5.0,-100.0,0.0,,n/a,lost,0,5,0.0,29.4,0,3,0.0,28.0,0,,2,66.7,0.0,1.4,worsened,both,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
лиды это что,0.0,0.0,,,0.0,3.0,0.0,29.33,0.0,,-3.0,-100.0,0.0,,n/a,lost,0,3,0.0,29.33,0,5,0.0,29.2,0,,-2,-40.0,0.0,0.13,stable,both,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
лиды это что в продажах,0.0,0.0,,,0.0,1.0,0.0,44.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,44.0,0,0,,,0,,1,,0.0,,n/a,new,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
лиды это что такое,0.0,0.0,,,0.0,2.0,0.0,28.5,0.0,,-2.0,-100.0,0.0,,n/a,lost,0,2,0.0,28.5,0,2,0.0,28.5,0,,0,0.0,0.0,0.0,stable,both,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
лід це,0.0,0.0,,,0.0,1.0,0.0,100.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,100.0,0,0,,,0,,1,,0.0,,n/a,new,other,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
маркетинг под ключ,0.0,0.0,,,0.0,1.0,0.0,38.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,38.0,0,1,0.0,6.0,0,,0,0.0,0.0,32.0,worsened,both,digital_marketing,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
маркетинговые лиды,0.0,0.0,,,0.0,2.0,0.0,37.0,0.0,,-2.0,-100.0,0.0,,n/a,lost,0,2,0.0,37.0,0,3,0.0,36.33,0,,-1,-33.3,0.0,0.67,worsened,both,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
медицинский ии бот,0.0,0.0,,,0.0,1.0,0.0,3.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,3.0,0,0,,,0,,1,,0.0,,n/a,new,chatbot_dev,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
монетизация инстаграм в узбекистане,0.0,0.0,,,0.0,6.0,0.0,6.5,0.0,,-6.0,-100.0,0.0,,n/a,lost,0,6,0.0,6.5,0,0,,,0,,6,,0.0,,n/a,new,instagram_bots,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
нужно сео продвижение,0.0,0.0,,,0.0,1.0,0.0,8.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,8.0,0,0,,,0,,1,,0.0,,n/a,new,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
лид в продажах это,0.0,0.0,,,0.0,1.0,0.0,30.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,30.0,0,2,0.0,39.5,0,,-1,-50.0,0.0,-9.5,improved,both,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
лид в маркетинге это,0.0,0.0,,,0.0,1.0,0.0,32.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,32.0,0,2,0.0,21.5,0,,-1,-50.0,0.0,10.5,worsened,both,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
лид аббревиатура,0.0,0.0,,,0.0,2.0,0.0,26.5,0.0,,-2.0,-100.0,0.0,,n/a,lost,0,2,0.0,26.5,0,0,,,0,,2,,0.0,,n/a,new,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
лендинг или интернет-магазин,0.0,0.0,,,0.0,1.0,0.0,29.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,29.0,0,3,0.0,31.33,0,,-2,-66.7,0.0,-2.33,improved,both,webdev,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
как найти диалог с ии,0.0,0.0,,,0.0,1.0,0.0,9.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,9.0,0,0,,,0,,1,,0.0,,n/a,new,ai_general,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
как оплатить,0.0,0.0,,,0.0,1.0,0.0,1.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,1.0,0,0,,,0,,1,,0.0,,n/a,new,other,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
как пообщаться с ии,0.0,0.0,,,0.0,1.0,0.0,22.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,22.0,0,0,,,0,,1,,0.0,,n/a,new,ai_general,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
как пообщаться с нейросетью,0.0,0.0,,,0.0,1.0,0.0,44.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,44.0,0,0,,,0,,1,,0.0,,n/a,new,ai_general,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
как принимать оплату в телеграм,0.0,0.0,,,0.0,1.0,0.0,23.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,23.0,0,0,,,0,,1,,0.0,,n/a,new,telegram_bots,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
как происходит сео продвижение сайта,0.0,0.0,,,0.0,7.0,0.0,60.43,0.0,,-7.0,-100.0,0.0,,n/a,lost,0,7,0.0,60.43,0,14,0.0,60.64,0,,-7,-50.0,0.0,-0.21,stable,both,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
как работает seo продвижение,0.0,0.0,,,0.0,5.0,0.0,78.8,0.0,,-5.0,-100.0,0.0,,n/a,lost,0,5,0.0,78.8,0,19,0.0,76.16,0,,-14,-73.7,0.0,2.64,worsened,both,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
как работает seo продвижение сайтов,0.0,0.0,,,0.0,13.0,0.0,68.54,0.0,,-13.0,-100.0,0.0,,n/a,lost,0,13,0.0,68.54,0,18,0.0,70.33,0,,-5,-27.8,0.0,-1.79,improved,both,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
как работает ии менеджер,0.0,0.0,,,0.0,1.0,0.0,47.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,47.0,0,3,0.0,46.67,0,,-2,-66.7,0.0,0.33,stable,both,ai_general,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
как работает продвижение сайта,0.0,0.0,,,0.0,2.0,0.0,62.0,0.0,,-2.0,-100.0,0.0,,n/a,lost,0,2,0.0,62.0,0,3,0.0,63.0,0,,-1,-33.3,0.0,-1.0,improved,both,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
как работает сео продвижение,0.0,0.0,,,0.0,9.0,0.0,74.33,0.0,,-9.0,-100.0,0.0,,n/a,lost,0,9,0.0,74.33,0,11,0.0,80.36,0,,-2,-18.2,0.0,-6.03,improved,both,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
как работает сео продвижение сайта,0.0,0.0,,,0.0,6.0,0.0,59.33,0.0,,-6.0,-100.0,0.0,,n/a,lost,0,6,0.0,59.33,0,15,0.0,58.93,0,,-9,-60.0,0.0,0.4,stable,both,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
как расшифровывается лид,0.0,0.0,,,0.0,1.0,0.0,1.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,1.0,0,0,,,0,,1,,0.0,,n/a,new,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
как расшифровывается чат gpt,0.0,0.0,,,0.0,1.0,0.0,9.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,9.0,0,0,,,0,,1,,0.0,,n/a,new,chatgpt_online,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
как связаться с искусственным интеллектом,0.0,0.0,,,0.0,1.0,0.0,27.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,27.0,0,0,,,0,,1,,0.0,,n/a,new,ai_general,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
какие есть чаты с искусственным интеллектом,0.0,0.0,,,0.0,1.0,0.0,5.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,5.0,0,0,,,0,,1,,0.0,,n/a,new,ai_general,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
капитал банк узбекистан,0.0,0.0,,,0.0,1.0,0.0,2.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,2.0,0,1,0.0,4.0,0,,0,0.0,0.0,-2.0,improved,both,other,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
контекстная реклама стоимость в месяц,0.0,0.0,,,0.0,1.0,0.0,5.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,5.0,0,0,,,0,,1,,0.0,,n/a,new,digital_marketing,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
контент сайта продвижение,0.0,0.0,,,0.0,1.0,0.0,39.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,39.0,0,0,,,0,,1,,0.0,,n/a,new,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
купить рекламу в интернете,0.0,0.0,,,0.0,1.0,0.0,31.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,31.0,0,0,,,0,,1,,0.0,,n/a,new,digital_marketing,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
леды это в маркетинге,0.0,0.0,,,0.0,1.0,0.0,31.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,31.0,0,0,,,0,,1,,0.0,,n/a,new,digital_marketing,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
telegram mini app,0.0,0.0,,,0.0,2.0,0.0,57.5,0.0,,-2.0,-100.0,0.0,,n/a,lost,0,2,0.0,57.5,0,1,0.0,58.0,0,,1,100.0,0.0,-0.5,stable,both,telegram_bots,en,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
seo продвижение цены,0.0,0.0,,,0.0,1.0,0.0,11.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,11.0,0,1,0.0,7.0,0,,0,0.0,0.0,4.0,worsened,both,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
target reklama,0.0,0.0,,,0.0,1.0,0.0,12.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,12.0,0,0,,,0,,1,,0.0,,n/a,new,digital_marketing,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt oʻzbekcha tarjimon,0.0,0.0,,,0.0,25.0,0.0,6.04,0.0,,-25.0,-100.0,0.0,,n/a,lost,0,25,0.0,6.04,0,0,,,0,,25,,0.0,,n/a,new,chatgpt_translate,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt uzbekcha tarjimon,0.0,0.0,,,1.0,38.0,0.02631578947368421,4.37,-1.0,-100.0,-38.0,-100.0,-0.0263,,n/a,lost,1,38,0.02631578947368421,4.37,0,19,0.0,5.47,1,,19,100.0,0.0263,-1.1,improved,both,chatgpt_translate,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt yo,0.0,0.0,,,0.0,1.0,0.0,8.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,8.0,0,0,,,0,,1,,0.0,,n/a,new,chatgpt_online,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt онлайн,0.0,0.0,,,0.0,4.0,0.0,6.0,0.0,,-4.0,-100.0,0.0,,n/a,lost,0,4,0.0,6.0,0,1,0.0,3.0,0,,3,300.0,0.0,3.0,worsened,both,chatgpt_online,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt оплата,0.0,0.0,,,0.0,1.0,0.0,3.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,3.0,0,0,,,0,,1,,0.0,,n/a,new,chatgpt_payment,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chati piti online,0.0,0.0,,,0.0,5.0,0.0,8.8,0.0,,-5.0,-100.0,0.0,,n/a,lost,0,5,0.0,8.8,0,0,,,0,,5,,0.0,,n/a,new,chatgpt_online,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
claude uzbekistan,0.0,0.0,,,0.0,1.0,0.0,10.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,10.0,0,0,,,0,,1,,0.0,,n/a,new,other,en,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
click ochish humo,0.0,0.0,,,0.0,3.0,0.0,9.33,0.0,,-3.0,-100.0,0.0,,n/a,lost,0,3,0.0,9.33,0,2,0.0,8.0,0,,1,50.0,0.0,1.33,worsened,both,telegram_bots,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
digital агентство,0.0,0.0,,,0.0,1.0,0.0,41.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,41.0,0,0,,,0,,1,,0.0,,n/a,new,digital_marketing,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
digital услуги,0.0,0.0,,,0.0,1.0,0.0,43.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,43.0,0,0,,,0,,1,,0.0,,n/a,new,digital_marketing,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
"domen nomi *.som bilan tugatilsa, qaysi tashkilot yoki muassasaga tegishli bo’ladi?",0.0,0.0,,,0.0,1.0,0.0,9.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,9.0,0,2,0.0,7.0,0,,-1,-50.0,0.0,2.0,worsened,both,webdev,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
gpat gpt,0.0,0.0,,,0.0,1.0,0.0,10.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,10.0,0,0,,,0,,1,,0.0,,n/a,new,chatgpt_online,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
gpt оплата,0.0,0.0,,,0.0,1.0,0.0,2.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,2.0,0,0,,,0,,1,,0.0,,n/a,new,chatgpt_payment,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
gptplanet com отзывы,0.0,0.0,,,0.0,1.0,0.0,27.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,27.0,0,0,,,0,,1,,0.0,,n/a,new,other,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
instachi,0.0,0.0,,,0.0,1.0,0.0,2.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,2.0,0,0,,,0,,1,,0.0,,n/a,new,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
instagramda direct nima,0.0,0.0,,,0.0,5.0,0.0,6.6,0.0,,-5.0,-100.0,0.0,,n/a,lost,0,5,0.0,6.6,0,6,0.0,9.33,0,,-1,-16.7,0.0,-2.73,improved,both,instagram_bots,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
instagramda eng ko'p obunachi kimda,0.0,0.0,,,0.0,2.0,0.0,27.0,0.0,,-2.0,-100.0,0.0,,n/a,lost,0,2,0.0,27.0,0,0,,,0,,2,,0.0,,n/a,new,instagram_bots,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
internet reklama,0.0,0.0,,,0.0,1.0,0.0,18.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,18.0,0,0,,,0,,1,,0.0,,n/a,new,digital_marketing,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt savol javob,0.0,0.0,,,0.0,1.0,0.0,1.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,1.0,0,2,0.0,5.0,0,,-1,-50.0,0.0,-4.0,improved,both,chatgpt_online,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt onlayn,0.0,0.0,,,0.0,2.0,0.0,4.5,0.0,,-2.0,-100.0,0.0,,n/a,lost,0,2,0.0,4.5,0,4,0.0,5.0,0,,-2,-50.0,0.0,-0.5,stable,both,chatgpt_online,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
lid это,0.0,0.0,,,0.0,1.0,0.0,8.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,8.0,0,3,0.0,11.67,0,,-2,-66.7,0.0,-3.67,improved,both,other,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt o'zbekcha tarjimon,0.0,0.0,,,0.0,14.0,0.0,9.21,0.0,,-14.0,-100.0,0.0,,n/a,lost,0,14,0.0,9.21,0,9,0.0,9.89,0,,5,55.6,0.0,-0.68,improved,both,chatgpt_translate,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
ai67089,0.0,0.0,,,0.0,2.0,0.0,8.0,0.0,,-2.0,-100.0,0.0,,n/a,lost,0,2,0.0,8.0,0,0,,,0,,2,,0.0,,n/a,new,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
ai67991,0.0,0.0,,,0.0,1.0,0.0,10.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,10.0,0,1,0.0,8.0,0,,0,0.0,0.0,2.0,worsened,both,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
ammocrm,0.0,0.0,,,0.0,1.0,0.0,9.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,9.0,0,0,,,0,,1,,0.0,,n/a,new,leads_automation,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
bepul sayt yaratish,0.0,0.0,,,0.0,1.0,0.0,10.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,10.0,0,0,,,0,,1,,0.0,,n/a,new,webdev,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
bot direct instagram,0.0,0.0,,,0.0,4.0,0.0,17.0,0.0,,-4.0,-100.0,0.0,,n/a,lost,0,4,0.0,17.0,0,0,,,0,,4,,0.0,,n/a,new,instagram_bots,en,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
cajgbt,0.0,0.0,,,0.0,1.0,0.0,2.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,2.0,0,0,,,0,,1,,0.0,,n/a,new,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chach gpt,0.0,0.0,,,0.0,4.0,0.0,5.25,0.0,,-4.0,-100.0,0.0,,n/a,lost,0,4,0.0,5.25,0,0,,,0,,4,,0.0,,n/a,new,chatgpt_online,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chachipiti online,0.0,0.0,,,0.0,2.0,0.0,6.0,0.0,,-2.0,-100.0,0.0,,n/a,lost,0,2,0.0,6.0,0,0,,,0,,2,,0.0,,n/a,new,chatgpt_online,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chachipiti yuklash,0.0,0.0,,,0.0,2.0,0.0,9.0,0.0,,-2.0,-100.0,0.0,,n/a,lost,0,2,0.0,9.0,0,0,,,0,,2,,0.0,,n/a,new,chatgpt_download,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chat gpt 4 uzbek tilida,0.0,0.0,,,0.0,2.0,0.0,10.0,0.0,,-2.0,-100.0,0.0,,n/a,lost,0,2,0.0,10.0,0,0,,,0,,2,,0.0,,n/a,new,chatgpt_online,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chat gpt ozbekcha,0.0,0.0,,,0.0,4.0,0.0,3.25,0.0,,-4.0,-100.0,0.0,,n/a,lost,0,4,0.0,3.25,0,4,0.0,4.0,0,,0,0.0,0.0,-0.75,improved,both,chatgpt_online,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chat gpt oʻrnatish,0.0,0.0,,,0.0,1.0,0.0,8.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,8.0,0,0,,,0,,1,,0.0,,n/a,new,chatgpt_download,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chat gpt боты телеграм,0.0,0.0,,,0.0,1.0,0.0,71.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,71.0,0,0,,,0,,1,,0.0,,n/a,new,chatgpt_online,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chat ptgt,0.0,0.0,,,0.0,1.0,0.0,6.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,6.0,0,0,,,0,,1,,0.0,,n/a,new,other,en,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chat uzbek,0.0,0.0,,,0.0,5.0,0.0,5.4,0.0,,-5.0,-100.0,0.0,,n/a,lost,0,5,0.0,5.4,0,0,,,0,,5,,0.0,,n/a,new,other,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt bilan gaplashish,0.0,0.0,,,0.0,2.0,0.0,8.5,0.0,,-2.0,-100.0,0.0,,n/a,lost,0,2,0.0,8.5,0,0,,,0,,2,,0.0,,n/a,new,chatgpt_online,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt o zbekcha tarjimon,0.0,0.0,,,0.0,4.0,0.0,7.0,0.0,,-4.0,-100.0,0.0,,n/a,lost,0,4,0.0,7.0,0,0,,,0,,4,,0.0,,n/a,new,chatgpt_translate,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
lchat hpt,0.0,0.0,,,0.0,1.0,0.0,4.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,4.0,0,0,,,0,,1,,0.0,,n/a,new,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
marketing,0.0,0.0,,,0.0,2.0,0.0,46.0,0.0,,-2.0,-100.0,0.0,,n/a,lost,0,2,0.0,46.0,0,4,0.0,43.75,0,,-2,-50.0,0.0,2.25,worsened,both,digital_marketing,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
smm услуги,0.0,0.0,,,0.0,3.0,0.0,31.67,0.0,,-3.0,-100.0,0.0,,n/a,lost,0,3,0.0,31.67,0,11,0.0,38.09,0,,-8,-72.7,0.0,-6.42,improved,both,smm,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
seo продвижение сайта это,0.0,0.0,,,0.0,3.0,0.0,58.0,0.0,,-3.0,-100.0,0.0,,n/a,lost,0,3,0.0,58.0,0,9,0.0,67.89,0,,-6,-66.7,0.0,-9.89,improved,both,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
seo продвижение сети сайтов,0.0,0.0,,,0.0,1.0,0.0,10.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,10.0,0,0,,,0,,1,,0.0,,n/a,new,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
seo продвижение ташкент,0.0,0.0,,,0.0,2.0,0.0,33.5,0.0,,-2.0,-100.0,0.0,,n/a,lost,0,2,0.0,33.5,0,0,,,0,,2,,0.0,,n/a,new,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
seo продвижение цена,0.0,0.0,,,0.0,7.0,0.0,12.43,0.0,,-7.0,-100.0,0.0,,n/a,lost,0,7,0.0,12.43,0,0,,,0,,7,,0.0,,n/a,new,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
seo продвижение цена в месяц,0.0,0.0,,,0.0,1.0,0.0,9.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,9.0,0,0,,,0,,1,,0.0,,n/a,new,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
общаться с искусственным интеллектом,0.0,0.0,,,0.0,1.0,0.0,29.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,29.0,0,0,,,0,,1,,0.0,,n/a,new,ai_general,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
seo продвижение что это,0.0,0.0,,,0.0,6.0,0.0,68.17,0.0,,-6.0,-100.0,0.0,,n/a,lost,0,6,0.0,68.17,0,14,0.0,60.07,0,,-8,-57.1,0.0,8.1,worsened,both,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
seo продвижение что это такое,0.0,0.0,,,0.0,1.0,0.0,88.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,88.0,0,3,0.0,71.33,0,,-2,-66.7,0.0,16.67,worsened,both,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
seo продвижение это,0.0,0.0,,,0.0,13.0,0.0,58.54,0.0,,-13.0,-100.0,0.0,,n/a,lost,0,13,0.0,58.54,0,31,0.0,63.74,0,,-18,-58.1,0.0,-5.2,improved,both,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
